name,email,phone,preferred_date,preferred_time,service,device_type,device_os,device_browser,ip_city,ip_country,created_at
Emma Garcia,emma.garcia93@yahoo.com,+1566085564,2026-05-18,16:00,Symptomatic IV,Desktop,iOS,Safari,Guadalajara,MX,2026-05-18 14:00
Camila Torres,camila.torres55@outlook.com,+1872256800,2026-04-16,14:00,Medicina Preventiva,Tablet,Windows,Chrome,Buenos Aires,AR,2026-04-16 11:00
Sofia Garcia,sofia.garcia88@yahoo.com,+57191844510,2026-03-27,09:00,Medicina Preventiva,Desktop,Windows,Firefox,Buenos Aires,AR,2026-03-27 14:00
Camila Diaz,camila.diaz84@yahoo.com,+1113249027,2026-04-14,08:00,IV Rehydration,Mobile,Windows,Firefox,Barcelona,ES,2026-04-14 16:00
Lucia Ramirez,lucia.ramirez46@gmail.com,+54784771439,2026-06-09,16:00,Facial Harmonization,Mobile,macOS,Safari,Madrid,ES,2026-06-09 14:00
Camila Gonzalez,camila.gonzalez64@yahoo.com,+52344189202,2026-07-02,15:00,B-Complex IV,Tablet,Linux,Safari,Ciudad de Mexico,MX,2026-07-02 09:00
Isabella Ramirez,isabella.ramirez6@yahoo.com,+1870256962,2026-06-25,09:00,Vitamin C IV,Desktop,Windows,Firefox,Barcelona,ES,2026-06-25 08:00
Lucia Flores,lucia.flores45@hotmail.com,+34183192595,2026-02-01,14:00,Symptomatic IV,Desktop,Linux,Safari,Ciudad de Mexico,MX,2026-02-01 09:00
Hugo Diaz,hugo.diaz10@outlook.com,+54403959566,2026-06-02,09:00,Vitamin C IV,Mobile,Linux,Firefox,Valencia,ES,2026-06-02 10:00
Camila Flores,camila.flores21@gmail.com,+57147900241,2026-04-11,10:00,Consulta Virtual,Mobile,Linux,Safari,Miami,US,2026-04-11 08:00
Joaquin Moreno,joaquin.moreno28@yahoo.com,+54991986075,2026-02-19,14:00,Vitamin C IV,Mobile,Android,Edge,Barcelona,ES,2026-02-19 16:00
Tomas Torres,tomas.torres69@outlook.com,+34666674119,2026-02-07,16:00,Vitamin C IV,Tablet,macOS,Edge,Miami,US,2026-02-07 10:00
Emma Perez,emma.perez59@hotmail.com,+57903361043,2026-05-15,08:00,Consulta General,Desktop,macOS,Edge,Barcelona,ES,2026-05-15 10:00
Tomas Lopez,tomas.lopez54@outlook.com,+52711326587,2026-07-03,16:00,Enfermedades Crónicas,Desktop,Android,Chrome,Bogota,CO,2026-07-03 16:00
Emma Gonzalez,emma.gonzalez41@yahoo.com,+34187516357,2026-04-11,11:00,Symptomatic IV,Desktop,Android,Edge,Guadalajara,MX,2026-04-11 15:00
Lucia Martinez,lucia.martinez54@gmail.com,+57921959627,2026-06-04,14:00,Consulta General,Desktop,macOS,Safari,Buenos Aires,AR,2026-06-04 09:00
Sofia Rodriguez,sofia.rodriguez66@hotmail.com,+1516734375,2026-07-16,11:00,IV Rehydration,Desktop,macOS,Chrome,Madrid,ES,2026-07-16 15:00
Joaquin Garcia,joaquin.garcia95@gmail.com,+57581997700,2026-05-07,11:00,General Consultation,Mobile,macOS,Firefox,Guadalajara,MX,2026-05-07 16:00
Joaquin Flores,joaquin.flores20@gmail.com,+34737322987,2026-03-24,14:00,IV Rehydration,Desktop,macOS,Edge,Bogota,CO,2026-03-24 10:00
Camila Rodriguez,camila.rodriguez39@hotmail.com,+54466271821,2026-04-03,08:00,Facial Harmonization,Mobile,Linux,Edge,Bogota,CO,2026-04-03 10:00
Joaquin Moreno,joaquin.moreno56@hotmail.com,+1398775349,2026-05-02,14:00,Atención Pediátrica,Tablet,Windows,Safari,Madrid,ES,2026-05-02 10:00
Sebastian Ramirez,sebastian.ramirez22@hotmail.com,+57378559780,2026-05-13,14:00,Medicina Preventiva,Mobile,Android,Firefox,Barcelona,ES,2026-05-13 09:00
Emma Martinez,emma.martinez77@gmail.com,+34679637778,2026-06-30,14:00,Medicina Preventiva,Mobile,iOS,Edge,Medellin,CO,2026-06-30 16:00
Joaquin Ramirez,joaquin.ramirez59@hotmail.com,+57217698079,2026-07-16,15:00,Consulta General,Tablet,iOS,Edge,Guadalajara,MX,2026-07-16 11:00
Camila Moreno,camila.moreno46@gmail.com,+34899161913,2026-03-20,16:00,B-Complex IV,Mobile,iOS,Firefox,Buenos Aires,AR,2026-03-20 09:00
Joaquin Torres,joaquin.torres91@gmail.com,+57141185351,2026-03-17,11:00,Vitamin C IV,Mobile,Linux,Firefox,Ciudad de Mexico,MX,2026-03-17 09:00
Lucia Diaz,lucia.diaz32@gmail.com,+52729581402,2026-03-04,11:00,Atención Pediátrica,Desktop,Android,Chrome,Buenos Aires,AR,2026-03-04 10:00
Joaquin Ramirez,joaquin.ramirez17@yahoo.com,+52781582020,2026-03-26,08:00,Visita Domiciliaria,Mobile,Android,Safari,Medellin,CO,2026-03-26 11:00
Joaquin Martinez,joaquin.martinez54@gmail.com,+57758609850,2026-07-07,11:00,General Consultation,Mobile,Android,Firefox,Guadalajara,MX,2026-07-07 11:00
Camila Lopez,camila.lopez86@yahoo.com,+54626371835,2026-03-11,16:00,General Consultation,Desktop,Linux,Firefox,Madrid,ES,2026-03-11 14:00
Emma Gonzalez,emma.gonzalez58@outlook.com,+57365639711,2026-03-23,15:00,Symptomatic IV,Mobile,Android,Edge,Barcelona,ES,2026-03-23 10:00
Joaquin Martinez,joaquin.martinez63@outlook.com,+1542384762,2026-02-05,15:00,B-Complex IV,Mobile,Windows,Firefox,Bogota,CO,2026-02-05 14:00
Emma Perez,emma.perez87@yahoo.com,+57541553871,2026-05-30,11:00,Medicina Preventiva,Desktop,macOS,Edge,Madrid,ES,2026-05-30 10:00
Camila Ramirez,camila.ramirez29@outlook.com,+1278815751,2026-07-09,14:00,B-Complex IV,Mobile,iOS,Firefox,Medellin,CO,2026-07-09 09:00
Lucia Sanchez,lucia.sanchez91@gmail.com,+57478709419,2026-02-20,16:00,Medicina Preventiva,Mobile,iOS,Safari,Miami,US,2026-02-20 14:00
Sofia Torres,sofia.torres92@outlook.com,+52411586438,2026-06-01,16:00,Vitamin C IV,Mobile,Windows,Firefox,Barcelona,ES,2026-06-01 11:00
Lucia Torres,lucia.torres65@gmail.com,+54949698571,2026-05-28,11:00,Vitamin C IV,Tablet,Windows,Firefox,Madrid,ES,2026-05-28 08:00
Lucia Gonzalez,lucia.gonzalez49@gmail.com,+54240867612,2026-05-27,16:00,Consulta General,Desktop,Windows,Safari,Bogota,CO,2026-05-27 08:00
Joaquin Sanchez,joaquin.sanchez2@gmail.com,+1749476211,2026-07-06,09:00,Vitamin C IV,Mobile,Linux,Edge,Bogota,CO,2026-07-06 09:00
Valeria Torres,valeria.torres39@gmail.com,+57592746176,2026-02-19,09:00,Vitamin C IV,Desktop,Linux,Edge,Medellin,CO,2026-02-19 11:00
Valeria Torres,valeria.torres62@yahoo.com,+57854711076,2026-05-11,14:00,Facial Harmonization,Mobile,macOS,Safari,Barcelona,ES,2026-05-11 11:00
Joaquin Rodriguez,joaquin.rodriguez29@outlook.com,+1126727441,2026-04-15,11:00,Medicina Preventiva,Tablet,macOS,Firefox,Bogota,CO,2026-04-15 11:00
Sofia Diaz,sofia.diaz13@gmail.com,+1281736941,2026-03-02,09:00,Atención Pediátrica,Mobile,macOS,Chrome,Barcelona,ES,2026-03-02 08:00
Isabella Moreno,isabella.moreno8@hotmail.com,+54370608548,2026-06-18,11:00,IV Rehydration,Mobile,Windows,Chrome,Medellin,CO,2026-06-18 08:00
Camila Moreno,camila.moreno97@hotmail.com,+1953298111,2026-05-03,11:00,Facial Harmonization,Mobile,Windows,Chrome,Buenos Aires,AR,2026-05-03 10:00
Joaquin Rodriguez,joaquin.rodriguez55@gmail.com,+34503389825,2026-03-28,09:00,Medicina Preventiva,Mobile,Android,Safari,Buenos Aires,AR,2026-03-28 09:00
Lucia Sanchez,lucia.sanchez22@outlook.com,+1623119911,2026-06-04,09:00,Medicina Preventiva,Mobile,Linux,Edge,Miami,US,2026-06-04 11:00
Camila Moreno,camila.moreno67@yahoo.com,+57760459116,2026-07-22,10:00,Facial Harmonization,Mobile,Android,Chrome,Valencia,ES,2026-07-22 10:00
Joaquin Perez,joaquin.perez61@yahoo.com,+54326148417,2026-03-13,10:00,Consulta Virtual,Desktop,Android,Chrome,Medellin,CO,2026-03-13 14:00
Sofia Ramirez,sofia.ramirez1@gmail.com,+57853191918,2026-03-25,09:00,B-Complex IV,Mobile,iOS,Edge,Valencia,ES,2026-03-25 10:00
Sofia Rodriguez,sofia.rodriguez82@yahoo.com,+1342697336,2026-06-30,10:00,General Consultation,Mobile,Android,Firefox,Ciudad de Mexico,MX,2026-06-30 10:00
Tomas Sanchez,tomas.sanchez72@yahoo.com,+1788912060,2026-04-06,15:00,B-Complex IV,Mobile,Linux,Chrome,Barcelona,ES,2026-04-06 08:00
Isabella Flores,isabella.flores43@outlook.com,+1928905792,2026-05-27,16:00,General Consultation,Mobile,Windows,Edge,Madrid,ES,2026-05-27 09:00
Diego Rodriguez,diego.rodriguez19@hotmail.com,+52610525583,2026-06-11,16:00,Vitamin C IV,Mobile,iOS,Safari,Barcelona,ES,2026-06-11 09:00
Sebastian Perez,sebastian.perez65@yahoo.com,+34358527922,2026-03-16,14:00,IV Rehydration,Desktop,macOS,Edge,Valencia,ES,2026-03-16 10:00
Mateo Flores,mateo.flores22@hotmail.com,+57863803756,2026-05-06,09:00,Enfermedades Crónicas,Desktop,Linux,Edge,Barcelona,ES,2026-05-06 11:00
Isabella Sanchez,isabella.sanchez23@yahoo.com,+34492653615,2026-01-28,16:00,Symptomatic IV,Desktop,Windows,Edge,Bogota,CO,2026-01-28 09:00
Diego Sanchez,diego.sanchez23@yahoo.com,+34310277395,2026-02-17,11:00,IV Rehydration,Mobile,Android,Safari,Miami,US,2026-02-17 14:00
Camila Torres,camila.torres78@gmail.com,+57136000620,2026-05-06,15:00,B-Complex IV,Mobile,macOS,Edge,Buenos Aires,AR,2026-05-06 08:00
Lucia Flores,lucia.flores92@gmail.com,+54752347835,2026-01-27,15:00,Symptomatic IV,Desktop,Android,Edge,Barcelona,ES,2026-01-27 15:00
Lucia Perez,lucia.perez79@gmail.com,+52857674720,2026-02-09,15:00,B-Complex IV,Desktop,Android,Safari,Medellin,CO,2026-02-09 11:00
Lucia Perez,lucia.perez70@gmail.com,+57308501740,2026-06-24,15:00,General Consultation,Mobile,iOS,Firefox,Guadalajara,MX,2026-06-24 16:00
Joaquin Martinez,joaquin.martinez67@yahoo.com,+34813496434,2026-02-02,11:00,Symptomatic IV,Desktop,iOS,Safari,Barcelona,ES,2026-02-02 09:00
Sofia Ramirez,sofia.ramirez36@gmail.com,+1313334678,2026-03-18,15:00,Facial Harmonization,Mobile,Android,Safari,Barcelona,ES,2026-03-18 10:00
Sebastian Flores,sebastian.flores73@gmail.com,+54194663182,2026-05-15,08:00,Consulta Virtual,Mobile,Android,Safari,Madrid,ES,2026-05-15 09:00
Emma Martinez,emma.martinez28@gmail.com,+57594296083,2026-05-04,08:00,Atención Pediátrica,Mobile,Android,Firefox,Miami,US,2026-05-04 16:00
Emma Moreno,emma.moreno40@hotmail.com,+34507281502,2026-01-31,15:00,B-Complex IV,Desktop,Windows,Chrome,Barcelona,ES,2026-01-31 14:00
Camila Lopez,camila.lopez38@hotmail.com,+57848997374,2026-05-05,11:00,B-Complex IV,Mobile,macOS,Firefox,Medellin,CO,2026-05-05 14:00
Sebastian Diaz,sebastian.diaz5@hotmail.com,+1514121491,2026-04-22,09:00,Facial Harmonization,Mobile,Android,Edge,Guadalajara,MX,2026-04-22 10:00
Diego Perez,diego.perez12@yahoo.com,+1930441589,2026-02-09,09:00,B-Complex IV,Desktop,macOS,Firefox,Medellin,CO,2026-02-09 08:00
Sebastian Martinez,sebastian.martinez76@outlook.com,+57499735559,2026-06-25,14:00,IV Rehydration,Mobile,Linux,Safari,Guadalajara,MX,2026-06-25 10:00
Lucia Martinez,lucia.martinez61@outlook.com,+57461498632,2026-01-26,15:00,Consulta Virtual,Mobile,Android,Firefox,Valencia,ES,2026-01-26 10:00
Tomas Ramirez,tomas.ramirez94@outlook.com,+54608494141,2026-06-11,16:00,B-Complex IV,Desktop,Windows,Firefox,Valencia,ES,2026-06-11 11:00
Emma Torres,emma.torres54@gmail.com,+54931153961,2026-01-30,10:00,Visita Domiciliaria,Tablet,macOS,Safari,Buenos Aires,AR,2026-01-30 09:00
Isabella Lopez,isabella.lopez17@hotmail.com,+57946719967,2026-03-12,08:00,Visita Domiciliaria,Desktop,Windows,Chrome,Miami,US,2026-03-12 16:00
Lucia Diaz,lucia.diaz26@hotmail.com,+52423499443,2026-04-27,10:00,Vitamin C IV,Mobile,Android,Chrome,Madrid,ES,2026-04-27 11:00
Isabella Perez,isabella.perez62@gmail.com,+52470131551,2026-07-01,08:00,Symptomatic IV,Desktop,macOS,Chrome,Madrid,ES,2026-07-01 11:00
Diego Rodriguez,diego.rodriguez17@outlook.com,+57919312568,2026-02-03,09:00,IV Rehydration,Mobile,Windows,Firefox,Ciudad de Mexico,MX,2026-02-03 16:00
Valeria Torres,valeria.torres45@gmail.com,+54819274604,2026-02-02,15:00,Visita Domiciliaria,Desktop,iOS,Chrome,Valencia,ES,2026-02-02 14:00
Andres Torres,andres.torres79@gmail.com,+1907115040,2026-06-09,11:00,Consulta Virtual,Desktop,Android,Chrome,Valencia,ES,2026-06-09 11:00
Martina Martinez,martina.martinez20@outlook.com,+57434032573,2026-06-04,11:00,Consulta General,Mobile,macOS,Safari,Valencia,ES,2026-06-04 10:00
Isabella Rodriguez,isabella.rodriguez11@outlook.com,+57836657349,2026-04-08,15:00,Vitamin C IV,Mobile,macOS,Safari,Valencia,ES,2026-04-08 09:00
Martina Ramirez,martina.ramirez63@gmail.com,+54553609821,2026-05-04,16:00,Vitamin C IV,Mobile,macOS,Firefox,Ciudad de Mexico,MX,2026-05-04 15:00
Sebastian Torres,sebastian.torres61@yahoo.com,+57674477822,2026-02-12,10:00,Vitamin C IV,Mobile,Android,Edge,Medellin,CO,2026-02-12 14:00
Lucia Perez,lucia.perez26@yahoo.com,+1972775048,2026-04-17,14:00,Consulta General,Desktop,macOS,Edge,Madrid,ES,2026-04-17 08:00
Lucia Flores,lucia.flores33@yahoo.com,+54462346788,2026-03-27,15:00,IV Rehydration,Desktop,iOS,Firefox,Ciudad de Mexico,MX,2026-03-27 09:00
Lucia Flores,lucia.flores46@gmail.com,+34670445247,2026-05-08,15:00,IV Rehydration,Mobile,Android,Safari,Barcelona,ES,2026-05-08 14:00
Sebastian Sanchez,sebastian.sanchez45@yahoo.com,+54839799487,2026-06-30,14:00,B-Complex IV,Mobile,Linux,Edge,Madrid,ES,2026-06-30 08:00
Martina Rodriguez,martina.rodriguez66@outlook.com,+34462680716,2026-07-03,15:00,Medicina Preventiva,Mobile,macOS,Edge,Miami,US,2026-07-03 08:00
Mateo Sanchez,mateo.sanchez25@gmail.com,+1380220571,2026-06-07,10:00,General Consultation,Mobile,Linux,Chrome,Bogota,CO,2026-06-07 15:00
Camila Moreno,camila.moreno36@hotmail.com,+1820952828,2026-07-10,08:00,General Consultation,Mobile,Android,Firefox,Buenos Aires,AR,2026-07-10 10:00
Valeria Diaz,valeria.diaz36@hotmail.com,+57596542483,2026-07-23,14:00,Medicina Preventiva,Mobile,Windows,Safari,Madrid,ES,2026-07-23 09:00
Mateo Flores,mateo.flores94@yahoo.com,+1987957620,2026-05-28,11:00,General Consultation,Mobile,Linux,Firefox,Barcelona,ES,2026-05-28 14:00
Andres Perez,andres.perez45@yahoo.com,+54262971060,2026-04-16,11:00,Enfermedades Crónicas,Mobile,macOS,Chrome,Ciudad de Mexico,MX,2026-04-16 14:00
Valeria Garcia,valeria.garcia81@gmail.com,+54702718913,2026-01-27,10:00,Vitamin C IV,Mobile,Linux,Firefox,Valencia,ES,2026-01-27 10:00
Sebastian Garcia,sebastian.garcia80@hotmail.com,+1279029593,2026-05-11,14:00,IV Rehydration,Desktop,macOS,Edge,Ciudad de Mexico,MX,2026-05-11 16:00
Diego Sanchez,diego.sanchez49@hotmail.com,+1232600684,2026-07-19,08:00,IV Rehydration,Mobile,Android,Safari,Bogota,CO,2026-07-19 14:00
Emma Moreno,emma.moreno71@outlook.com,+54477983555,2026-05-11,16:00,B-Complex IV,Mobile,Linux,Firefox,Madrid,ES,2026-05-11 10:00
Martina Diaz,martina.diaz65@yahoo.com,+1671776543,2026-04-23,11:00,B-Complex IV,Desktop,macOS,Edge,Bogota,CO,2026-04-23 16:00
Valeria Gonzalez,valeria.gonzalez69@gmail.com,+57919195114,2026-03-26,11:00,Consulta General,Mobile,iOS,Edge,Buenos Aires,AR,2026-03-26 14:00
Tomas Lopez,tomas.lopez79@hotmail.com,+1640480028,2026-02-04,08:00,General Consultation,Mobile,macOS,Safari,Guadalajara,MX,2026-02-04 10:00
Sebastian Diaz,sebastian.diaz48@gmail.com,+34897752993,2026-02-18,14:00,Atención Pediátrica,Mobile,macOS,Chrome,Guadalajara,MX,2026-02-18 16:00
Diego Perez,diego.perez38@hotmail.com,+34133167626,2026-06-11,09:00,Facial Harmonization,Mobile,macOS,Chrome,Miami,US,2026-06-11 15:00
Sofia Ramirez,sofia.ramirez78@gmail.com,+57271011192,2026-02-20,09:00,Symptomatic IV,Mobile,iOS,Safari,Barcelona,ES,2026-02-20 15:00
Isabella Ramirez,isabella.ramirez10@outlook.com,+54379204274,2026-07-16,15:00,Facial Harmonization,Desktop,Linux,Safari,Valencia,ES,2026-07-16 11:00
Emma Sanchez,emma.sanchez47@gmail.com,+54869469831,2026-03-23,14:00,General Consultation,Desktop,macOS,Edge,Madrid,ES,2026-03-23 16:00
Emma Flores,emma.flores93@gmail.com,+52493488269,2026-06-23,11:00,Consulta General,Mobile,Android,Chrome,Buenos Aires,AR,2026-06-23 16:00
Martina Moreno,martina.moreno59@gmail.com,+54907993378,2026-03-23,09:00,Medicina Preventiva,Mobile,Windows,Firefox,Madrid,ES,2026-03-23 15:00
Camila Flores,camila.flores77@yahoo.com,+34917464065,2026-04-02,09:00,Vitamin C IV,Mobile,Windows,Safari,Ciudad de Mexico,MX,2026-04-02 09:00
Camila Moreno,camila.moreno73@hotmail.com,+57610333211,2026-04-21,15:00,Symptomatic IV,Mobile,Windows,Chrome,Bogota,CO,2026-04-21 15:00
Hugo Sanchez,hugo.sanchez82@yahoo.com,+52130069819,2026-01-28,16:00,B-Complex IV,Mobile,Windows,Chrome,Guadalajara,MX,2026-01-28 14:00
Joaquin Torres,joaquin.torres62@outlook.com,+1282976474,2026-07-21,10:00,General Consultation,Mobile,Linux,Firefox,Bogota,CO,2026-07-21 14:00
Martina Martinez,martina.martinez23@outlook.com,+54507884854,2026-04-20,08:00,Consulta General,Mobile,iOS,Firefox,Buenos Aires,AR,2026-04-20 09:00
Tomas Moreno,tomas.moreno84@gmail.com,+52482790534,2026-05-06,11:00,Symptomatic IV,Mobile,iOS,Chrome,Madrid,ES,2026-05-06 15:00
Martina Rodriguez,martina.rodriguez65@yahoo.com,+34391492513,2026-06-03,14:00,Visita Domiciliaria,Mobile,Linux,Safari,Madrid,ES,2026-06-03 16:00
Diego Gonzalez,diego.gonzalez89@hotmail.com,+52345178129,2026-07-10,15:00,Consulta General,Mobile,Android,Safari,Ciudad de Mexico,MX,2026-07-10 14:00
Mateo Martinez,mateo.martinez8@yahoo.com,+52344368872,2026-05-16,09:00,General Consultation,Desktop,Linux,Edge,Bogota,CO,2026-05-16 11:00
Andres Diaz,andres.diaz26@gmail.com,+54224990409,2026-06-29,11:00,Vitamin C IV,Mobile,Android,Safari,Medellin,CO,2026-06-29 14:00
Tomas Garcia,tomas.garcia15@outlook.com,+54934722451,2026-02-24,15:00,B-Complex IV,Mobile,Linux,Edge,Ciudad de Mexico,MX,2026-02-24 08:00
Sebastian Diaz,sebastian.diaz43@hotmail.com,+1618917583,2026-05-21,14:00,B-Complex IV,Desktop,Windows,Firefox,Guadalajara,MX,2026-05-21 16:00
Isabella Torres,isabella.torres81@yahoo.com,+54219690062,2026-03-10,16:00,Visita Domiciliaria,Mobile,macOS,Safari,Barcelona,ES,2026-03-10 10:00
Mateo Sanchez,mateo.sanchez13@yahoo.com,+54467683257,2026-03-16,15:00,Consulta General,Mobile,Android,Chrome,Madrid,ES,2026-03-16 16:00
Andres Torres,andres.torres14@outlook.com,+57754474303,2026-06-27,09:00,Facial Harmonization,Mobile,Android,Firefox,Ciudad de Mexico,MX,2026-06-27 09:00
Hugo Martinez,hugo.martinez42@hotmail.com,+1608712246,2026-06-05,15:00,General Consultation,Desktop,macOS,Firefox,Medellin,CO,2026-06-05 09:00
Camila Perez,camila.perez40@hotmail.com,+57880298529,2026-05-18,10:00,Enfermedades Crónicas,Mobile,Windows,Edge,Buenos Aires,AR,2026-05-18 10:00
Lucia Sanchez,lucia.sanchez53@gmail.com,+57793414641,2026-04-07,16:00,Vitamin C IV,Mobile,macOS,Firefox,Bogota,CO,2026-04-07 08:00
Andres Sanchez,andres.sanchez42@outlook.com,+1701265633,2026-01-23,15:00,B-Complex IV,Mobile,Android,Edge,Valencia,ES,2026-01-23 16:00
Andres Moreno,andres.moreno93@outlook.com,+1604520959,2026-05-15,08:00,Medicina Preventiva,Mobile,macOS,Edge,Barcelona,ES,2026-05-15 09:00
Lucia Rodriguez,lucia.rodriguez82@gmail.com,+57396402373,2026-05-14,14:00,IV Rehydration,Tablet,Windows,Safari,Guadalajara,MX,2026-05-14 11:00
Joaquin Sanchez,joaquin.sanchez20@hotmail.com,+1420893788,2026-06-20,14:00,B-Complex IV,Mobile,iOS,Edge,Miami,US,2026-06-20 09:00
Joaquin Garcia,joaquin.garcia99@hotmail.com,+34943854460,2026-04-29,15:00,Consulta General,Mobile,Windows,Firefox,Medellin,CO,2026-04-29 16:00
Andres Ramirez,andres.ramirez59@hotmail.com,+57457569023,2026-04-01,09:00,Consulta General,Desktop,Windows,Firefox,Barcelona,ES,2026-04-01 14:00
Emma Garcia,emma.garcia66@gmail.com,+57117395980,2026-07-16,14:00,Symptomatic IV,Mobile,iOS,Firefox,Medellin,CO,2026-07-16 16:00
Martina Rodriguez,martina.rodriguez73@gmail.com,+34699460009,2026-03-09,16:00,Vitamin C IV,Mobile,Android,Safari,Guadalajara,MX,2026-03-09 14:00
Emma Rodriguez,emma.rodriguez36@outlook.com,+54584567424,2026-03-27,15:00,Vitamin C IV,Mobile,Windows,Safari,Miami,US,2026-03-27 09:00
Emma Moreno,emma.moreno3@outlook.com,+54717120062,2026-02-09,10:00,Vitamin C IV,Mobile,macOS,Safari,Ciudad de Mexico,MX,2026-02-09 08:00
Hugo Lopez,hugo.lopez69@yahoo.com,+54801811295,2026-05-28,15:00,B-Complex IV,Mobile,Linux,Firefox,Madrid,ES,2026-05-28 15:00
Diego Gonzalez,diego.gonzalez13@hotmail.com,+34672757561,2026-02-27,14:00,Consulta Virtual,Mobile,iOS,Chrome,Medellin,CO,2026-02-27 14:00
Diego Diaz,diego.diaz26@hotmail.com,+57275330135,2026-04-26,11:00,Visita Domiciliaria,Mobile,Android,Chrome,Barcelona,ES,2026-04-26 16:00
Lucia Ramirez,lucia.ramirez49@hotmail.com,+34579761146,2026-04-23,11:00,IV Rehydration,Mobile,Android,Edge,Miami,US,2026-04-23 14:00
Tomas Moreno,tomas.moreno21@gmail.com,+52229233762,2026-06-23,11:00,Consulta General,Mobile,Windows,Firefox,Madrid,ES,2026-06-23 11:00
Camila Torres,camila.torres59@gmail.com,+34107790637,2026-06-05,11:00,Medicina Preventiva,Desktop,macOS,Safari,Valencia,ES,2026-06-05 10:00
Valeria Diaz,valeria.diaz30@yahoo.com,+34798396734,2026-04-23,15:00,Enfermedades Crónicas,Tablet,macOS,Safari,Medellin,CO,2026-04-23 10:00
Hugo Lopez,hugo.lopez73@hotmail.com,+34237383441,2026-02-09,14:00,Vitamin C IV,Desktop,macOS,Safari,Madrid,ES,2026-02-09 08:00
Andres Flores,andres.flores21@outlook.com,+54285134558,2026-02-22,09:00,Consulta Virtual,Desktop,Android,Chrome,Bogota,CO,2026-02-22 10:00
Diego Gonzalez,diego.gonzalez81@outlook.com,+57384736299,2026-06-26,14:00,IV Rehydration,Desktop,iOS,Firefox,Madrid,ES,2026-06-26 08:00
Valeria Garcia,valeria.garcia98@outlook.com,+1875802859,2026-03-26,14:00,B-Complex IV,Mobile,iOS,Safari,Buenos Aires,AR,2026-03-26 10:00
Mateo Ramirez,mateo.ramirez54@outlook.com,+1572892896,2026-05-28,09:00,Enfermedades Crónicas,Mobile,iOS,Firefox,Miami,US,2026-05-28 11:00
Andres Diaz,andres.diaz79@yahoo.com,+34613022936,2026-03-26,11:00,Medicina Preventiva,Desktop,Linux,Chrome,Barcelona,ES,2026-03-26 09:00
Sofia Lopez,sofia.lopez96@gmail.com,+34870160720,2026-05-29,11:00,B-Complex IV,Mobile,Linux,Safari,Medellin,CO,2026-05-29 09:00
Camila Perez,camila.perez86@outlook.com,+1658256551,2026-05-28,14:00,Facial Harmonization,Mobile,Windows,Chrome,Bogota,CO,2026-05-28 10:00
Joaquin Garcia,joaquin.garcia81@outlook.com,+34952760232,2026-04-07,09:00,Visita Domiciliaria,Mobile,iOS,Chrome,Madrid,ES,2026-04-07 15:00
Valeria Perez,valeria.perez74@gmail.com,+54619524460,2026-07-16,16:00,IV Rehydration,Desktop,Linux,Edge,Barcelona,ES,2026-07-16 11:00
Camila Diaz,camila.diaz44@yahoo.com,+52374109567,2026-05-29,10:00,Medicina Preventiva,Mobile,macOS,Edge,Madrid,ES,2026-05-29 15:00
Isabella Gonzalez,isabella.gonzalez47@gmail.com,+54789656532,2026-06-30,08:00,Visita Domiciliaria,Desktop,Android,Safari,Valencia,ES,2026-06-30 09:00
Sofia Perez,sofia.perez58@yahoo.com,+54694099781,2026-03-29,08:00,Visita Domiciliaria,Mobile,Linux,Chrome,Bogota,CO,2026-03-29 11:00
Diego Garcia,diego.garcia94@hotmail.com,+57664331521,2026-03-16,14:00,Medicina Preventiva,Mobile,Linux,Safari,Medellin,CO,2026-03-16 16:00
